Source,Filename,Bedreiging,Categorie,Citaat
knmi,4,De samenwerking op het gebied van reactieve gassen is essentieel voor het verbeteren van de monitoring en het begrijpen van de stikstofcyclus.,Geopolitiek & militair,Researchers from the Netherlands and the U.S. aim to enhance collaboration on emission inversion and remote sensing of reactive nitrogen.
knmi,6,Afhankelijkheid van nauwkeurige weersvoorspellingen.,Gezondheid,significantly contributed to the improvement in numerical weather prediction (NWP)
knmi,6,Problemen met de herverwerking van gegevens door gebrek aan documentatie.,Technologisch & digitaal,"all pre-preparations necessary for reprocessing, e.g. generation of all necessary auxiliary files and documentation"
knmi,6,Onvoldoende monitoring van de prestaties van de ALADIN-instrumenten.,Technologisch & digitaal,the daily monitoring of the ALADIN instrument performance
knmi,6,Systematische fouten in de instrumentprestaties.,Technologisch & digitaal,"the detection, investigation and correction of systematic errors"
knmi,6,Verlies van kennis over dataverwerkingsalgoritmen.,Technologisch & digitaal,This knowledge is only available within the Aeolus DISC due to the 2 decades of preparation
knmi,6,Inconsistenties in de datakwaliteit door verouderde verwerkingssoftware.,Technologisch & digitaal,These updates played a significant role for data quality improvements
knmi,6,De afhankelijkheid van verschillende subcontractoren en consultants kan leiden tot coördinatieproblemen.,Sociaal & Maatschappelijk,Many of the consortium members have been involved in the Aeolus mission long before launch and some even before the selection of the Atmospheric Dynamics Mission (ADM) at the workshop in Granada in 1999.
knmi,6,De diversiteit van het team kan leiden tot uitdagingen in projectmanagement.,Sociaal & Maatschappelijk,"...created new challenges in managing such a diverse team from industry, science and weather forecasting centres."
knmi,6,De noodzaak voor regelmatige communicatie en rapportage kan leiden tot een verhoogde werkdruk voor teamleden.,Sociaal & Maatschappelijk,"For efficient communication and information exchange, regular online meetings with all DISC partners and ESA were performed."
knmi,6,De afhankelijkheid van technologie voor data-uitwisseling kan kwetsbaarheden introduceren.,Technologisch & digitaal,"An important tool for communication, discussion and documentation of the achievements is the Aeolus DISC wiki; this was complemented by an ftp-server for delivery of regular status reports, deliverables as Technical Notes TN´s or progress reports, software, processors, and archiving presentation and minutes of meetings."
knmi,6,De noodzaak voor kwaliteitsmonitoring kan leiden tot extra kosten en middelen.,Economisch,The ACMF hosts both the calibration processors and also performs and automatic qualitymonitoring of the products.
knmi,6,De afhankelijkheid van externe teams voor validatie kan leiden tot inconsistenties in de datakwaliteit.,Gezondheid,The Aeolus DISC also supported the external and registered Cal/Val teams by providing guidance of using and validating the products.
knmi,6,Onvoldoende instrumentprestaties van ALADIN.,Technologisch & digitaal,the main reasons for the larger effort were mainly related to in-orbit performance of ALADIN
knmi,6,Hogere werkdruk door extra activiteiten en voorstellen.,Sociaal & Maatschappelijk,The workload for management of these additional activities with more than 10 proposals during 5 years was also higher than originally anticipated.
knmi,6,Verlies van frequentie stabiliteit door specifieke rotatiesnelheden van de satelliet.,Technologisch & digitaal,short periods with significantly enhanced frequency noise (>30 MHz) which were found to coincide with specific rotation speeds of the satellite’s reaction wheels
knmi,6,De impact van temperatuurvariaties op de laserprestaties kan operationele risico's met zich meebrengen.,Technologisch & digitaal,the anomalies were mostly triggered by orbit correction manoeuvres
knmi,6,De noodzaak voor frequente updates van de software kan leiden tot operationele verstoringen.,Technologisch & digitaal,The major changes for all processors are summarized in separate notes for each baseline update from DISC
knmi,6,De noodzaak voor een transparante risicobeoordeling voor de lancering.,Geopolitiek & militair,A transparent risk assessment including severity and likelihood shall be established already prior to launch
knmi,6,De afhankelijkheid van verschillende anomaliebeheer- en configuratiemanagementtools kan leiden tot inefficiëntie.,Technologisch & digitaal,"Bridging the different Anomaly Management tools (DISC operations, PDGS and tracking of prototypes anomalies) and Configuration Management tools (DISC operations, PDGS)."
knmi,8,Onvoldoende kennis over weerwaarschuwingen.,Sociaal & Maatschappelijk,acht procent had niet van de weerwaarschuwing gehoord of gezien.
knmi,8,Onvoldoende respons op weerwaarschuwingen.,Sociaal & Maatschappelijk,Minder dan de helft paste gedrag aan na het horen van de weerwaarschuwing.
knmi,8,Verkeerde interpretatie van weerwaarschuwingen.,Sociaal & Maatschappelijk,een kwart (25%) dacht dat het code geel was en vijf procent dacht code rood.
knmi,8,Onvoldoende bereik van weerwaarschuwingen.,Sociaal & Maatschappelijk,Bij de weerwaarschuwing van 2 december (code oranje voor gladheid door ijzel) hoorden de minste mensen zeker van de weerwaarschuwing (60%).
knmi,8,Verlies van vertrouwen in weerwaarschuwingen.,Sociaal & Maatschappelijk,Ik dacht dat het wel mee zou vallen.
knmi,8,Extreme weersomstandigheden kunnen leiden tot schade en letsel.,Gezondheid,"‘wees voorbereid: er is grote kans op gevaarlijk weer met risico op schade, letsel en veel overlast’"
knmi,8,Onvoldoende informatie over wat te doen bij weerwaarschuwingen.,Sociaal & Maatschappelijk,Ik wist niet wat ik moet doen bij deze waarschuwing.
knmi,8,Perceptie dat weerwaarschuwingen vaak overdreven zijn.,Sociaal & Maatschappelijk,"25% deed niks omdat men niet bang was voor de mogelijke gevolgen, en 21 procent van de mensen deed niets omdat zij de weerwaarschuwingen vaak overdreven vinden."
knmi,8,Onzekerheid over de effectiviteit van weerwaarschuwingen.,Sociaal & Maatschappelijk,men heeft niet altijd het idee dat de weerwaarschuwing belangrijk voor hem of haarzelf is.
knmi,8,Onvoldoende precisie in weerwaarschuwingen.,Sociaal & Maatschappelijk,De helft van de mensen (51%) zou graag preciezer willen weten waar in de provincie gevaarlijk weer op gaat treden
knmi,8,Afhankelijkheid van digitale media voor het ontvangen van weerwaarschuwingen.,Technologisch & digitaal,Een nieuwsapp of website staat bovenaan bij de media waar men over de weerwaarschuwing hoorde (47%).
knmi,9,Extreme hitte leidt tot duizenden doden.,Gezondheid,Heatwaves are amongst the deadliest natural hazards with thousands of people dying from heat related causes each year.
knmi,9,Onvoldoende registratie van hittegerelateerde sterfgevallen.,Gezondheid,"Many places lack good record-keeping of heat-related deaths, therefore currently available global mortality figures are likely an underestimate."
knmi,9,Verhoogde frequentie en intensiteit van hittegolven door klimaatverandering.,Ecologisch,"North America, Europe and China have experienced heatwaves increasingly frequently over the last years as a result of warming caused by human activities."
knmi,9,Hogere temperaturen tijdens hittegolven in vergelijking met een wereld zonder klimaatverandering.,Ecologisch,"the heatwaves defined above are 2.5°C warmer in Southern Europe, 2°C warmer in North America and about 1°C in China in today’s climate than they would have been if it was not for human-induced climate change."
knmi,9,Extreme hitte heeft een negatieve impact op de gezondheid van kwetsbare groepen.,Gezondheid,"the elderly, young children, outdoor workers, and people living in homelessness"
knmi,9,Recordbrekende vraag naar energie door extreme hitte.,Economisch,record-breaking power demand increases across China
knmi,9,Stroomuitval in de Verenigde Staten en Europa door hoge temperaturen.,Economisch,"power outages, mainly in the USA and Europe"
knmi,9,Grote schade aan gewassen en verlies van vee door extreme hitte.,Economisch,Large-scale crop damage and livestock losses have been reported
knmi,9,Waterstress in verschillende landen door aanhoudende hoge temperaturen.,Ecologisch,"aggravating pre-existing water stress in Morocco, the USA, Turkey, and Iran"
knmi,9,Verhoogde kans op bosbranden door aanhoudende hitte en droge omstandigheden.,Ecologisch,wildfires are raging cross western USA
knmi,9,Verplaatsing van duizenden mensen door bosbranden.,Sociaal & Maatschappelijk,displacing thousands of people
knmi,9,Stijgende voedselprijzen door de impact van extreme hitte op de landbouw.,Economisch,increasing food prices
knmi,9,Verhoogde kwetsbaarheid door vergrijzing en verstedelijking.,Sociaal & Maatschappelijk,"There is an urgent need for an accelerated roll-out of heat action plans in light of increasing vulnerability driven by the intersecting trends of climate change, population ageing, and urbanisation."
knmi,9,Verhoogde kans op extreme temperatuur evenementen in verschillende regio's.,Ecologisch,The best estimate for PR tends to infinity for the USA/Mexico and Southern European domains.
knmi,9,Onbetrouwbare klimaatmodellen en technologische uitdagingen.,Technologisch & digitaal,reasonable (not used due to issues with execution)
knmi,9,De kans op extreme temperaturen is aanzienlijk verhoogd door menselijke invloed op het klimaat.,Ecologisch,the temperatures experienced in these two regions would have been extremely unlikely to have occurred without human induced climate change.
knmi,9,De intensiteit van klimaatgerelateerde gebeurtenissen is toegenomen.,Ecologisch,the change in intensity is well-bounded and much less uncertain.
knmi,9,De onzekerheid in de numerieke synthese van de kans op klimaatverandering is hoog.,Ecologisch,"the numerical synthesis can therefore only give a lower bound, which is highly uncertain."
knmi,9,De modellen die niet voldoen aan de validatietests zijn uitgesloten van de analyse.,Technologisch & digitaal,Models which do not pass the validation tests described in Section 4 are excluded from the analysis.
knmi,11,Onvoldoende kennis en begrip van weerwaarschuwingen.,Sociaal & Maatschappelijk,Bijna de helft (47%) geeft de juiste omschrijving ‘wees voorbereid’ voor code oranje.
knmi,11,Verkeerde perceptie en interpretatie van weerwaarschuwingen.,Sociaal & Maatschappelijk,"Tegelijkertijd denken ongeveer evenveel mensen (44%) dat ‘wees alert’ de juiste omschrijving is, terwijl dit de beschrijving is die bij code rood hoort."
